track_id,title,artist,album,release_date,popularity,duration_ms,explicit,year,ranking,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
5BSclXJTa9B0iURhUjZo50,La Tortura (feat. Alejandro Sanz),Shakira,"Fijación Oral, Vol. 1",2005-06-03,78,212893,False,2005,60,0.74,0.783,0,-5.367,1,0.0427,0.0297,0.000308,0.123,0.812,100.011,4
7sapKrjDij2fpDVj0GxP66,She Will Be Loved,Maroon 5,Songs About Jane,2002-06-25,74,257133,False,2005,61,0.706,0.713,0,-5.5120000000000005,0,0.0301,0.0596,0.0,0.132,0.544,102.037,4
3VBLBcal4M8BP8XV3l8QDD,"Baby, I'm Back",Baby Bash,Baby I'm Back feat. Akon,2004-01-01,40,221160,True,2005,62,0.903,0.415,9,-4.561,0,0.0963,0.0587,0.0,0.0754,0.803,100.036,4
5Y78yINSOCW6xbOfGWNBg4,Wait (The Whisper Song),Ying Yang Twins,U.S.A. (United State of Atlanta),2005-06-28,60,179160,True,2005,63,0.933,0.513,7,-13.203,1,0.347,0.00112,0.00248,0.107,0.595,102.017,4
0CnD7Hiw6pae6rLsZw5q5W,Incomplete,Backstreet Boys,Never Gone,2005-06-14,68,239586,False,2005,64,0.437,0.589,4,-4.834,1,0.0331,0.231,0.0,0.0768,0.165,133.631,4
3CcvahnsiArpTHYQEWV2Au,Bring Em Out,T.I.,Urban Legend,2004-11-28,68,216706,True,2005,65,0.759,0.891,11,-2.983,1,0.257,0.0298,0.0,0.141,0.587,98.579,4
015J7ArlNXcrum6RWV6oa4,Cater 2 U,Destiny's Child,Cater 2 U,2005-09-12,25,247133,False,2005,66,0.585,0.591,11,-6.492,0,0.202,0.254,0.0,0.199,0.514,125.717,4
3ONLF0Ny7nbfuKH1johunA,1 Thing - Radio Edit,Amerie,1 Thing EP,2018-07-20,25,242320,False,2005,67,0.62,0.952,10,-4.199,0,0.284,0.11,3.59e-05,0.0368,0.858,129.567,5
4nUM7pGcTUK2pY1d2LybrT,Best of You,Foo Fighters,Best Of You,2005-05-30,0,256600,False,2005,68,0.37,0.944,1,-4.979,0,0.0767,0.00701,2.9e-06,0.135,0.345,130.315,4
7zL9xrz5krsuC6qVNluQQw,It's Like That,Mariah Carey,The Emancipation of Mimi,2005-04-12,56,203360,False,2005,69,0.8,0.633,8,-4.875,0,0.0514,0.0901,0.0,0.0315,0.836,95.953,4
5XiueHUbS6wg6cSAMFLrt2,Goin' Crazy - Radio Version,Natalie,Goin' Crazy,2005-01-01,22,231826,False,2005,70,0.621,0.382,1,-12.87,1,0.0292,0.797,0.0171,0.106,0.225,105.963,4
3w8xlZi49MQuQkyyB5bi5e,Inside Your Heaven (Bonus Track),Carrie Underwood,Some Hearts,2005-11-14,37,225280,False,2005,71,0.377,0.5650000000000001,7,-4.74,1,0.0312,0.112,1.65e-06,0.204,0.14,134.542,4
52u6e3PT6LyFOSbJ4jwYjh,Because of You,Kelly Clarkson,Because Of You,2006-02-01,14,220800,False,2005,72,0.579,0.585,5,-5.378,0,0.0319,0.253,0.0,0.265,0.132,139.941,4
3QfsB9tPwAjMb5b9P7r3Z5,Truth Is,Fantasia,Free Yourself,2004-11-22,55,236746,False,2005,73,0.707,0.451,11,-10.38,1,0.0761,0.309,0.0,0.0524,0.616,73.209,4
5y4TDQdYzlT4eoQIPOgNDz,Your Body,Pretty Ricky,Bluestars,2005-05-17,62,240040,True,2005,74,0.838,0.594,4,-5.695,0,0.113,0.176,0.0,0.0867,0.507,90.038,4
1HwpWwa6bnqqRhK8agG4RS,Beautiful Soul,Jesse McCartney,Beautiful Soul,2004-01-01,73,214226,False,2005,75,0.66,0.666,9,-4.342,1,0.0472,0.0759,0.0,0.0268,0.933,89.975,4
1oPHQirLVcgj85NWdiyuJD,Cool,Gwen Stefani,Love Angel Music Baby,2004-10-27,0,189280,False,2005,76,0.707,0.726,2,-3.515,1,0.0279,0.0315,0.0002209999999999,0.359,0.809,112.026,4
3njpLvANriMsdv3dgADEad,Get Back,Ludacris,The Red Light District,2004-01-01,62,270746,True,2005,77,0.555,0.639,1,-5.16,1,0.263,0.0594,0.0,0.118,0.184,171.609,4
5mXSLsHbwqqZmDAR2ejD5D,Outta Control - Remix,50 Cent,Outta Control,2005-08-06,54,248253,True,2005,78,0.774,0.593,8,-5.989,0,0.274,0.029,0.0,0.0455,0.561,91.989,4
2SuMoyOaAVBg5AzfKyZaKV,U Don't Know Me,T.I.,Urban Legend,2004-11-28,53,243506,True,2005,79,0.779,0.66,1,-4.854,1,0.17,0.0496,0.0,0.0825,0.526,83.914,4
6QLU1GKy2Zh2mOh2uoJ0TV,These Words,Natasha Bedingfield,Unwritten,2004-09-06,0,216360,False,2005,80,0.734,0.635,5,-7.03,1,0.0816,0.0322,0.0,0.0808,0.931,96.99,4
600qBKuhdgLqxZb1BqIE0T,Don't Lie,Black Eyed Peas,Monkey Business,2005-01-01,50,219000,False,2005,81,0.662,0.785,9,-5.299,1,0.186,0.166,0.0,0.0784,0.602,89.882,4
3jVSV60WZE5jPE2a6KGNFy,Get Right,Jennifer Lopez,Rebirth,2005,67,225533,False,2005,82,0.741,0.759,0,-5.096,0,0.12,0.0218,0.0,0.628,0.362,97.084,4
6J3PYJ5mpscGmSFF6ANYDQ,Daughters,John Mayer,Daughters,2004-12-07,45,237960,False,2005,83,0.687,0.404,2,-7.762,1,0.0272,0.849,4.05e-05,0.0957,0.509,124.912,3
7G6l2FtQyRhQgYgut2I6i8,As Good As I Once Was,Toby Keith,Honkytonk University,2005-01-01,72,227840,False,2005,84,0.68,0.87,5,-4.461,1,0.0393,0.266,0.0,0.109,0.646,119.075,4
0GkkiqqRdjqmRDrWfTdemH,Girlfight,Brooke Valentine,Chain Letter,2005-01-01,44,234733,True,2005,85,0.745,0.62,11,-8.24,1,0.148,0.0131,0.0,0.118,0.603,99.985,4
5UKeTvdOncZCA9Avv2YsKB,Lose My Breath,Destiny's Child,Lose My Breath,2004-11-02,27,242013,False,2005,86,0.8160000000000001,0.898,1,-5.971,1,0.0699,0.0102,0.178,0.103,0.548,118.996,4
2ZA4uMlSZjaoWGFqP1tsLI,Ordinary People,John Legend,Get Lifted,2005-12-06,67,281466,False,2005,87,0.469,0.132,10,-14.001,1,0.0798,0.928,0.0,0.0873,0.36,66.989,3
4kOTDj4SiZPkW1p96WMDNv,We Be Burnin',Sean Paul,The Trinity,2005-09-26,64,213066,False,2005,88,0.95,0.803,1,-4.195,1,0.151,0.145,0.0,0.0748,0.86,117.0,4
49DeTb3PGq99LHpQ01IEgg,Just the Girl - Radio Edit,The Click Five,Just The Girl (Online Music),2005-05-31,15,231413,False,2005,89,0.5700000000000001,0.911,9,-1.434,1,0.0432,0.0203,0.0,0.0973,0.851,110.964,4
0jdeV5dSB3kUBRqe1xQJbh,True,Ryan Cabrera,Take It All Away (U.S. Version),2004-06-08,62,204173,False,2005,90,0.598,0.4,6,-10.054,1,0.0241,0.459,0.0,0.151,0.369,96.938,4
6SdQ0ZTmUFOm0H66l91sXk,O,Omarion,O,2005-02-16,49,280333,True,2005,91,0.741,0.519,0,-6.249,1,0.0466,0.0868,0.0,0.222,0.5640000000000001,120.054,4
5krOROgmf8adn3SJzeKLZy,Back Then,Mike Jones,Who Is Mike Jones?,2005-04-19,61,244186,True,2005,92,0.776,0.736,9,-6.308,1,0.255,0.0101,0.0,0.18,0.536,159.838,4
5sNESr6pQfIhL3krM8CtZn,Numb / Encore,JAY-Z,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,2004-11-30,81,205733,True,2005,93,0.687,0.793,2,-4.254,1,0.166,0.0603,0.0,0.582,0.751,107.045,4
1bl99Q4umnPomYGv3dQP67,Wonderful,Ja Rule,R.U.L.E.,2004-01-01,68,270506,True,2005,94,0.663,0.777,11,-4.954,0,0.109,0.277,0.0,0.0466,0.758,92.68,4
3ORhcAOatF3ci3xPup9VhW,I'm Sprung,T-Pain,I'm Sprung,2006-01-01,17,231053,False,2005,95,0.577,0.326,0,-11.639,0,0.115,0.0954,0.0,0.0738,0.186,99.272,4
0lKTwaoezVFOd1MC6MqViz,Chariot,Gavin DeGraw,Chariot,2003-05-26,49,239693,False,2005,96,0.376,0.8320000000000001,7,-4.329,1,0.0448,0.0586,0.0,0.333,0.443,167.467,4
5STXjxD2pac1i21J06Soqm,U Already Know,112,Pleasure & Pain,2005-01-01,22,198880,True,2005,97,0.6890000000000001,0.518,7,-9.323,0,0.0414,0.265,0.0,0.233,0.913,87.036,4
79YeQbd1p7MsuT7wHQLRYY,Mississippi Girl,Faith Hill,Fireflies,2005-08-02,55,232706,False,2005,98,0.499,0.765,9,-4.148,1,0.0521,0.113,0.0,0.0509,0.665,83.916,4
5SV9SnHkuHMh446QsgQtry,Number One Spot,Ludacris,The Red Light District,2004-01-01,49,274466,True,2005,99,0.542,0.946,6,-4.279,1,0.378,0.0346,0.0,0.323,0.509,146.7,4
2s9NvnrAU9WahyWRa0Ou9m,Give Me That,Boosie Badazz,Gangsta Musik,2005-05-17,49,267520,True,2005,100,0.62,0.782,8,-6.034,1,0.363,0.00687,0.0,0.319,0.54,156.109,4
0mUyMawtxj1CJ76kn9gIZK,Bad Day,Daniel Powter,Daniel Powter,2005-02-22,77,233640,False,2006,1,0.599,0.785,3,-4.013,1,0.0309,0.448,0.00336,0.151,0.52,140.046,4
0k2GOhqsrxDTAbFFSdNJjT,Temperature,Sean Paul,The Trinity,2005-09-26,83,218573,False,2006,2,0.951,0.6000000000000001,0,-4.675,0,0.0685,0.106,0.0,0.0712,0.8220000000000001,125.04,4
47aQT2aV12TyilaoYi1NiD,Promiscuous,Nelly Furtado,Loose,2006-01-01,2,242200,False,2006,3,0.795,0.978,10,-6.097,0,0.0459,0.046,8.29e-05,0.143,0.843,114.321,4
5pbajJXEPdcoXQPXoAVR1t,You're Beautiful,James Blunt,Back to Bedlam,2005-10-04,66,209493,True,2006,4,0.675,0.479,0,-9.87,0,0.0278,0.633,1.76e-05,0.088,0.454,81.998,4
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,87,218093,False,2006,5,0.778,0.8240000000000001,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,4
1D1nixOVWOxvNfWi0UD7VX,Unwritten,Natasha Bedingfield,Unwritten,2004-09-06,5,259333,False,2006,6,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,4
2N5zMZX7YeL1tico8oQxa9,Crazy,Gnarls Barkley,St. Elsewhere,2006-05-02,76,182066,False,2006,7,0.835,0.741,8,-1.609,1,0.0339,0.0172,0.0577,0.0826,0.612,111.963,4
3kZoay4ANo86ehb6s4RwS9,Ridin',Chamillionaire,The Sound of Revenge,2005-01-01,72,303053,True,2006,8,0.787,0.799,8,-4.68,0,0.0993,0.189,0.0,0.3,0.835,143.052,4
0O45fw2L5vsWpdsOdXwNAR,SexyBack (feat. Timbaland),Justin Timberlake,FutureSex/LoveSounds,2006-09-12,82,242733,True,2006,9,0.967,0.583,7,-5.562,0,0.0789,0.0584,0.0,0.0519,0.964,117.0,4
79qyhvLo7r5yMopws8Knrn,Check On It,Beyoncé,#1's,2005-10-25,37,210426,False,2006,10,0.7020000000000001,0.89,7,-3.794,1,0.214,0.0701,0.0,0.385,0.887,166.115,4
2YegxR5As7BeQuVp2U6pek,Be Without You - Kendu Mix,Mary J. Blige,The Breakthrough,2005-01-01,0,246333,False,2006,11,0.724,0.705,2,-5.859,0,0.112,0.067,0.0,0.262,0.662,146.589,4
0Aqlt4N5h6rUtKnd09VXpr,Grillz,Nelly,Sweatsuit,2005-11-25,58,271160,True,2006,12,0.863,0.514,4,-7.243,0,0.249,0.0419,0.0,0.301,0.843,82.985,4
6c8QH9FMFKj0ZgNeiyOx4v,Over My Head (Cable Car),The Fray,Over My Head (Cable Car),2005-10-07,52,236373,False,2006,13,0.591,0.6990000000000001,8,-5.221,1,0.0449,0.0204,0.0,0.0614,0.733,116.029,4
7k6IzwMGpxnRghE7YosnXT,Me & U,Cassie,Cassie (U.S. Version),2006-08-07,80,192213,False,2006,14,0.803,0.454,8,-4.802,0,0.0294,0.352,0.0,0.0655,0.739,99.99,4
2ICylmg7jCYdOWUFNa8VW7,Buttons - Featuring Big Snoop Dogg,The Pussycat Dolls,Buttons,2006-01-01,45,231293,False,2006,15,0.524,0.809,2,-4.787,1,0.335,0.185,0.0,0.345,0.532,210.893,4
7xYnUQigPoIDAMPVK79NEq,Run It! (feat. Juelz Santana),Chris Brown,Chris Brown (Expanded Edition),2005,76,229866,False,2006,16,0.846,0.482,1,-6.721,0,0.129,0.0246,0.0,0.393,0.212,100.969,4
6brl7bwOHmGFkNw3MBqssT,So Sick,Ne-Yo,In My Own Words,2006-01-01,82,207186,False,2006,17,0.452,0.5740000000000001,6,-8.336,1,0.31,0.246,0.0,0.189,0.58,92.791,4
05Sgj1Hx03ZXc57gsV1kfX,It's Goin' Down (feat. Nitti),Yung Joc,New Joc City,2006-06-06,68,241840,True,2006,18,0.888,0.577,1,-7.702,0,0.0612,0.0986,0.0,0.131,0.609,84.003,4
30cSNer6TV8x2utjULVeQ5,SOS,Rihanna,A Girl Like Me,2006-04-10,79,238920,False,2006,19,0.677,0.671,7,-4.905,1,0.0361,0.004,5.0700000000000006e-05,0.413,0.527,137.046,4
4948g5UqwZFLGI8UTOXqdi,I Write Sins Not Tragedies,Panic! At The Disco,A Fever You Can't Sweat Out,2005-09-27,60,185586,False,2006,20,0.5660000000000001,0.8150000000000001,9,-4.481,0,0.14,0.0737,0.0,0.12,0.672,169.961,4
2l57cfmCnOkwNX1tky02n1,Move Along,The All-American Rejects,Move Along,2005-01-01,71,238880,False,2006,21,0.518,0.916,3,-3.858,1,0.0454,0.000148,0.0,0.291,0.646,109.864,4
4bvZXA7KlNOOxIYHVjq5k0,London Bridge,Fergie,London Bridge,2006-07-18,37,209026,True,2006,22,0.751,0.658,1,-5.388,1,0.233,0.165,0.0,0.0587,0.687,90.993,4
6vODhpvfWwdsO0i9MBWnEq,Dani California,Red Hot Chili Peppers,Dani California,2006-04-03,53,282160,False,2006,23,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.589999999999999e-06,0.346,0.73,96.184,4
6o3s08kk2fQI37vxGZDrJ1,Snap Yo Fingers,Lil Jon,Snap Yo Fingers - Single,2006-05-02,71,274386,False,2006,24,0.835,0.757,8,-5.029,0,0.23,0.00647,0.0,0.29,0.626,82.038,4
7cVmKBwzPsh4Fmb6SplfEm,"Lean Wit It, Rock Wit It",Dem Franchize Boyz,On Top Of Our Game,2006-01-01,63,229813,True,2006,25,0.886,0.62,5,-5.854,1,0.307,0.082,0.0,0.1,0.6000000000000001,76.035,4
4bVuIlGQBMWS7vIhcx8Ae4,What Hurts The Most,Rascal Flatts,Me And My Gang,2006-01-01,72,214106,False,2006,26,0.537,0.674,5,-5.134,0,0.0277,0.0088,0.0,0.265,0.33,136.002,4
5fVZC9GiM4e8vu99W0Xf6J,How to Save a Life,The Fray,How To Save A Life,2005-09-13,82,262533,False,2006,27,0.64,0.743,10,-4.08,1,0.0379,0.269,0.0,0.101,0.361,122.035,4
13xxBnXOuiBxVxJI458B0i,Unfaithful,Rihanna,A Girl Like Me,2006-04-10,74,226973,False,2006,28,0.588,0.391,0,-8.607,0,0.0334,0.839,0.0,0.227,0.349,144.069,4
11bD1JtSjlIgKgZG2134DZ,Chasing Cars,Snow Patrol,Eyes Open,2006-01-01,6,267933,False,2006,29,0.5630000000000001,0.592,9,-4.571,1,0.0276,0.209,5.08e-05,0.132,0.136,104.016,4
40LQiUUUKXVGyNs09lHVjW,Lips Of An Angel,Hinder,Extreme Behavior,2005-01-01,75,261853,False,2006,30,0.476,0.736,2,-5.38,1,0.0343,0.0217,1.08e-06,0.203,0.251,129.084,4
2iA1MTr7YGg2lSu7XISiJR,Everytime We Touch,Cascada,Everytime We Touch,2006-04-04,55,196466,False,2006,31,0.631,0.978,8,-5.336,1,0.0522,0.00376,2.01e-05,0.448,0.453,142.036,4
6l3db7mbPZhqllL9ajqQjV,Ain't No Other Man,Christina Aguilera,Ain't No Other Man,2006-07-28,22,228786,False,2006,32,0.859,0.74,7,-4.623,1,0.203,0.00348,0.00733,0.121,0.459,127.955,4
0a7BloCiNzLDD9qSQHh5m7,"Dance, Dance",Fall Out Boy,From Under The Cork Tree,2005-05-03,80,180266,False,2006,33,0.622,0.961,11,-3.198,0,0.154,0.00523,0.0,0.0854,0.449,114.452,4
1PS1QMdUqOal0ai3Gt7sDQ,Gold Digger,Kanye West,Late Registration,2005-08-30,83,207626,True,2006,34,0.629,0.6960000000000001,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,4
35F0iIBcs1PqcjpH1qrGfL,Money Maker,Ludacris,Money Maker,2006-01-01,0,230426,True,2006,35,0.665,0.604,1,-7.948,1,0.241,0.138,0.0,0.338,0.671,83.922,4
0k6HUzaRHpQ3eEWr1C7Esh,Ms. New Booty,Bubba Sparxxx,Ms. New Booty,2005-01-01,63,252653,True,2006,36,0.64,0.62,1,-5.931,1,0.416,0.016,0.0,0.0831,0.609,129.37,5
5nEdwtSv0qqeE0l4o1lR4q,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,Sean Paul,(When You Gonna) Give It up to Me (feat. Keyshia Cole),2006-09-11,68,243880,False,2006,37,0.711,0.761,8,-3.04,1,0.225,0.067,0.0,0.041,0.718,95.824,4
7agqowjjStyVeTdJPM2yMl,Photograph,Nickelback,All The Right Reasons,2005-09-26,25,258893,False,2006,38,0.513,0.875,8,-3.753,1,0.029,0.0009549999999999,0.000103,0.0896,0.385,145.923,4
52u6e3PT6LyFOSbJ4jwYjh,Because of You,Kelly Clarkson,Because Of You,2006-02-01,14,220800,False,2006,39,0.579,0.585,5,-5.378,0,0.0319,0.253,0.0,0.265,0.132,139.941,4
06UwOvSkgSQIiDR30zzxTq,Stickwitu,The Pussycat Dolls,Stickwitu,2005-09-13,24,207506,False,2006,40,0.657,0.559,9,-6.306,1,0.0497,0.303,0.0,0.0629,0.411,79.987,4
1lih9AUGlOI2qbAkptdBsr,I'm N Luv (Wit a Stripper) (feat. Mike Jones),T-Pain,Rappa Ternt Sanga,2005,0,265333,True,2006,41,0.731,0.368,8,-10.38,1,0.0688,0.00544,0.0,0.193,0.512,145.171,4
0vFVsD8z2ooVnnPphJSzHV,My Humps - Single Version,Black Eyed Peas,My Humps,2005-09-20,43,251666,False,2006,42,0.96,0.725,9,-5.322,1,0.299,0.106,0.0,0.163,0.84,123.993,4
0noblZ1tkJAyXGvcvjXedm,Where'd You Go (feat. Holly Brook & Jonah Matranga) - Single Version,Fort Minor,Where'd You Go,2006,39,232466,False,2006,43,0.748,0.845,1,-3.373,0,0.0686,0.243,0.00344,0.0828,0.279,89.969,4
33puxZmYgvg6cTTSLr7921,Yo (Excuse Me Miss),Chris Brown,Yo (Excuse Me Miss),2005-11-01,0,229053,False,2006,44,0.56,0.628,6,-6.016,0,0.261,0.107,0.0,0.212,0.5750000000000001,86.888,4
1trIIxGuvHrpv9dgkoQ47i,Walk Away (Album Version),Kelly Clarkson,Walk Away,2006-03-10,12,186133,False,2006,45,0.746,0.885,0,-5.029,1,0.0431,0.0161,0.0,0.114,0.925,116.011,4
4L5YqY1Hw8PVUJyZq8MZ0p,Laffy Taffy,D4L,Laffy Taffy,2006-01-30,36,224493,True,2006,46,0.891,0.42,0,-8.042,0,0.442,0.0297,0.0,0.0985,0.5740000000000001,77.502,4
0CAJdthKDdRjB2h8YOguN6,What You Know,T.I.,King,2006-03-26,66,274333,True,2006,47,0.551,0.81,11,-4.365,1,0.0344,0.0155,0.0,0.169,0.332,73.464,4
5lDriBxJd22IhOH9zTcFrV,Dirty Little Secret,The All-American Rejects,Move Along,2005-01-01,73,193653,False,2006,48,0.465,0.954,10,-4.251,1,0.044,0.000346,5.379999999999999e-06,0.5730000000000001,0.458,143.85,4
7napRAmwG9VpHM0EknhdGo,Savin' Me,Nickelback,All The Right Reasons,2005-09-26,26,219293,False,2006,49,0.44,0.801,3,-4.138,1,0.0272,0.0008449999999999,0.0,0.431,0.519,164.011,4
2hQU8LNZFUcXLUwqeABX3K,Don't Forget About Us - Radio Edit,Mariah Carey,The Emancipation of Mimi,2005-01-01,0,233866,False,2006,50,0.7000000000000001,0.529,10,-6.816,0,0.0395,0.0422,0.0,0.101,0.386,143.555,4
10aWGOqSDBqvNzJ9NeKDbK,Sexy Love,Ne-Yo,In My Own Words,2006-01-01,73,220853,False,2006,51,0.6930000000000001,0.516,8,-6.446,1,0.0413,0.297,0.000127,0.0604,0.494,94.02,4
7g7M96UGiA7OR79H86gV4m,U and Dat (feat. T. Pain & Kandi Girl),E-40,My Ghetto Report Card,2006-03-14,64,202720,True,2006,52,0.858,0.484,6,-7.448,0,0.277,0.0241,1.8e-06,0.123,0.329,99.992,4
1ugu7qq0KcfDcH3dHUSjj3,Far Away,Nickelback,All The Right Reasons,2005-09-26,27,238160,False,2006,53,0.521,0.797,6,-5.171,1,0.0311,0.0007779999999999,0.0,0.108,0.288,132.899,4
1bPqAXwNiVcM6zjJU1Z4Cd,What's Left Of Me,Nick Lachey,What's Left Of Me,2006-01-01,48,244666,False,2006,54,0.421,0.728,7,-5.644,1,0.035,0.136,0.0,0.136,0.311,150.12,4
0Uc706myy6Th7I6KQ9xA1x,So What,Field Mob,Light Poles And Pine Trees,2006-01-01,60,216000,True,2006,55,0.931,0.486,6,-10.558,1,0.139,0.0579,0.0,0.161,0.896,120.026,4
6MBEjJlXQYXr8dfxDvZuoA,Do It To It,Cherish,Unappreciated,2006-01-01,66,226293,False,2006,56,0.8260000000000001,0.67,2,-5.559,1,0.169,0.00798,0.0,0.495,0.794,74.007,4
0qAMjeQFyd1qD0LDiV8gWp,Black Horse And The Cherry Tree,KT Tunstall,Eye To The Telescope,2005-01-01,67,172373,False,2006,57,0.748,0.786,4,-7.788,0,0.0641,0.328,0.0,0.34,0.917,104.833,4
50UkypyQJbSQLaXHke5Yep,There It Go (The Whistle Song),Juelz Santana,What The Game's Been Missing!,2005-01-01,62,180493,True,2006,58,0.942,0.892,6,-6.363,0,0.196,0.023,0.000897,0.264,0.595,100.007,4
4AnYLZrC9uHsBXxx4lOlZ6,Shoulder Lean (feat. T.I.),Young Dro,Shoulder Lean (feat. T.I.),2006-06-27,23,261120,True,2006,59,0.6980000000000001,0.527,4,-7.196,0,0.175,0.0512,0.0,0.0675,0.512,75.962,4
3UNrtRxBBlWE70SjxnOo02,Unpredictable (feat. Ludacris) - Main,Jamie Foxx,Unpredictable,2005-12-20,58,219866,False,2006,60,0.734,0.599,9,-8.462,1,0.197,0.206,0.0,0.0555,0.772,145.185,4
2iWljCivLjWnLkwItPZdRV,My Love (feat. T.I.) - Single Version,Justin Timberlake,My Love,2006-10-24,45,281826,False,2006,61,0.766,0.669,4,-6.174,0,0.2,0.268,7.85e-06,0.439,0.799,119.961,4
64649mwn5MP4gz1eIOAerx,Shake That,Eminem,Curtain Call: The Hits,2005-12-06,49,274440,True,2006,62,0.963,0.643,1,-5.785,0,0.117,0.0507,4.940000000000001e-05,0.157,0.534,107.005,4
2Nz2U9qHKti7UNWs8QVc02,Pullin' Me Back,Chingy,Pullin' Me Back,2006-01-01,29,234120,True,2006,63,0.798,0.518,7,-6.661,1,0.27,0.0975,0.0,0.112,0.588,79.984,4
0Eu5SrReZzaJX0NLKI8tQS,Bossy Featuring Too $hort (feat. Too $hort),Kelis,Kelis Was Here,2006-08-22,50,274946,False,2006,64,0.906,0.624,4,-5.556,1,0.179,0.000185,6.21e-06,0.0608,0.775,84.009,4
7fNTpA5qLIVGd5aQ7420h2,Chain Hang Low,Jibbs,Chain Hang Low,2006-01-01,15,208733,False,2006,65,0.79,0.586,4,-6.889,0,0.254,0.0239,0.00013,0.106,0.796,157.182,4
2kQuhkFX7uSVepCD3h29g5,Smack That,Akon,Konvicted,2006-01-01,86,212360,True,2006,66,0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978,4
5qrzhg9Fmu8Amg2uMhHfe5,One Wish,Ray J,Raydiation,2005-09-05,2,337640,False,2006,67,0.525,0.652,5,-7.042,0,0.28,0.278,0.0,0.339,0.602,127.673,4
2TfSHkHiFO4gRztVIkggkE,"Sugar, We're Goin Down",Fall Out Boy,From Under The Cork Tree,2005-05-03,81,229093,False,2006,68,0.494,0.842,7,-4.784,1,0.0843,0.00579,0.0,0.122,0.5740000000000001,162.011,4
2bIrFpyw3AA2t7gNIkfmGb,Gimme That Remix (feat. Lil' Wayne),Chris Brown,Chris Brown (Expanded Edition),2005,59,237360,False,2006,69,0.513,0.606,6,-5.757,1,0.148,0.0531,0.0,0.112,0.455,116.186,5
6giYNaycmjkbf7UmZ6RGtL,"I Know You See It (feat. Brandy ""Ms. B"" Hambrick)",Yung Joc,New Joc City,2006-06-06,56,241306,True,2006,70,0.744,0.368,1,-6.349,1,0.0524,0.0702,0.0,0.192,0.391,84.018,4
5439qJTu5mVH9aeriwp03u,Who Says You Can't Go Home,Bon Jovi,Have A Nice Day,2005-01-01,59,230280,False,2006,71,0.537,0.885,7,-3.641,1,0.0343,0.0437,0.0,0.274,0.802,131.698,4
4T4NLIMypdmyUwK54jECk4,Too Little Too Late,JoJo,The High Road,2006-10-17,74,221720,False,2006,72,0.421,0.799,6,-5.183,0,0.0562,0.00871,1.6300000000000003e-05,0.0794,0.731,82.408,4
3HVJbdz0V402U5YggQK4Ao,Touch It,Busta Rhymes,The Big Bang,2006-01-01,61,214960,True,2006,73,0.658,0.551,1,-6.62,1,0.37,0.0043,0.000108,0.197,0.442,138.335,5
4Xtlw8oXkIOvzV7crUBKeZ,Rompe,Daddy Yankee,Barrio Fino En Directo,2005-01-01,77,188626,True,2006,74,0.6960000000000001,0.858,9,-5.155,1,0.0859,0.0727,3.19e-06,0.0631,0.533,176.061,4
3eT5BsCpQYfLHNNrCzIm9I,Deja Vu (feat. Jay-Z),Beyoncé,Deja Vu (feat. Jay-Z),2006-07-25,14,239946,False,2006,75,0.763,0.728,7,-4.944,1,0.326,0.00677,1.22e-05,0.0915,0.362,105.923,4
2Fs18NaCDuluPG1DHGw1XG,Life is a Highway,Rascal Flatts,Me And My Gang,2006-01-01,76,276320,False,2006,76,0.582,0.952,5,-3.848,1,0.0731,0.00324,0.0,0.223,0.655,103.027,4
663Karu2rvKLdnY0eo1n3M,Call Me When You're Sober,Evanescence,The Open Door,2006-01-01,72,214706,False,2006,77,0.45,0.883,7,-4.094,1,0.0524,0.00193,0.0,0.293,0.328,93.41,4
3lec3CzDPAxsZokPph5w87,"Jesus, Take the Wheel",Carrie Underwood,Some Hearts,2005-11-14,64,226493,False,2006,78,0.359,0.518,2,-3.537,1,0.0302,0.665,0.0,0.106,0.135,76.572,4
5FRIqUXfTazrtRmYEGO4G0,Show Stopper,Danity Kane,Danity Kane,2006-08-22,56,229240,False,2006,79,0.755,0.408,5,-10.33,0,0.187,0.0133,0.0,0.33,0.465,76.034,4
5IENL7Cjv5DHYmjnYK7jCp,Get Up (feat. Chamillionaire),Ciara,Get Up,2007-06-15,20,262493,False,2006,80,0.956,0.601,1,-6.732,0,0.118,0.0274,4.5e-06,0.0331,0.673,128.61,4
4kOTDj4SiZPkW1p96WMDNv,We Be Burnin',Sean Paul,The Trinity,2005-09-26,64,213066,False,2006,81,0.95,0.803,1,-4.195,1,0.151,0.145,0.0,0.0748,0.86,117.0,4
