artist,title,year,gender,birth_year,casing,is_uniform
Bruno Mars,Just the Way You Are,2010,male,1985.0,mixed,mixed
Don Omar,Danza Kuduro,2010,male,1978.0,mixed,mixed
Eminem,Love The Way You Lie,2010,male,1972.0,mixed,mixed
Bruno Mars,Talking to the Moon,2010,male,1985.0,mixed,mixed
Bruno Mars,Grenade,2010,male,1985.0,mixed,mixed
Katy Perry,Last Friday Night,2010,female,1984.0,mixed,mixed
Taio Cruz,Dynamite,2010,male,1980.0,mixed,mixed
Katy Perry,Firework,2010,female,1984.0,mixed,mixed
Eminem,Not Afraid,2010,male,1972.0,mixed,mixed
Rihanna,Only Girl,2010,female,1988.0,mixed,mixed
Rihanna,S&M,2010,female,1988.0,upper,uniform
Bruno Mars,Marry You,2010,male,1985.0,mixed,mixed
Kanye West,POWER,2010,female,1977.0,upper,uniform
Bruno Mars,The Lazy Song,2010,male,1985.0,mixed,mixed
Justin Bieber,Baby,2010,male,1994.0,mixed,mixed
Katy Perry,The One That Got Away,2010,female,1984.0,mixed,mixed
Shakira,Waka Waka,2010,female,1977.0,mixed,mixed
Nicki Minaj,Super Bass,2010,female,1982.0,mixed,mixed
B.o.B,Airplanes,2010,male,1988.0,mixed,mixed
Taylor Swift,Enchanted,2010,female,1989.0,mixed,mixed
Katy Perry,California Gurls,2010,female,1984.0,mixed,mixed
Katy Perry,Teenage Dream,2010,female,1984.0,mixed,mixed
Stromae,Alors on danse,2010,male,1985.0,mixed,mixed
Kanye West,All Of The Lights,2010,female,1977.0,mixed,mixed
Waka Flocka Flame,No Hands,2010,male,1986.0,mixed,mixed
Bruno Mars,Count on Me,2010,male,1985.0,mixed,mixed
Wiz Khalifa,Black and Yellow,2010,male,1987.0,mixed,mixed
Kid Cudi,Pursuit Of Happiness,2010,male,1984.0,mixed,mixed
Mac Miller,The Spins,2010,male,1992.0,mixed,mixed
Kanye West,Runaway,2010,female,1977.0,mixed,mixed
B.o.B,Nothin' on You,2010,male,1988.0,mixed,mixed
Sean Kingston,Eenie Meenie,2010,male,1990.0,mixed,mixed
Christina Perri,Jar of Hearts,2010,female,1986.0,mixed,mixed
Flo Rida,Club Can't Handle Me,2010,male,1979.0,mixed,mixed
Rihanna,What's My Name?,2010,female,1988.0,mixed,mixed
Nelly,Just A Dream,2010,male,1974.0,mixed,mixed
Kid Cudi,Mr. Rager,2010,male,1984.0,mixed,mixed
Enrique Iglesias,Cuando Me Enamoro,2010,male,1975.0,mixed,mixed
Bruno Mars,Runaway Baby,2010,male,1985.0,mixed,mixed
Kanye West,Devil In A New Dress,2010,female,1977.0,mixed,mixed
Taylor Swift,Back To December,2010,female,1989.0,mixed,mixed
CeeLo Green,Fuck You,2010,male,1975.0,mixed,mixed
Dread Mar I,Tu Sin Mi,2010,male,1978.0,mixed,mixed
Jeremih,Down On Me,2010,male,1987.0,mixed,mixed
Jason Derulo,In My Head,2010,male,1989.0,mixed,mixed
Kavinsky,Nightcall,2010,male,1975.0,mixed,mixed
Jason Aldean,Dirt Road Anthem,2010,male,1977.0,mixed,mixed
Kanye West,Monster,2010,female,1977.0,mixed,mixed
DJ Khaled,All I Do Is Win,2010,male,1975.0,mixed,mixed
Rihanna,Man Down,2010,female,1988.0,mixed,mixed
Nelly Furtado,Broken Strings,2010,female,1978.0,mixed,mixed
Breakbot,Baby I'm Yours,2010,female,1981.0,mixed,mixed
Jason Derulo,Ridin' Solo,2010,male,1989.0,mixed,mixed
Hans Zimmer,Time,2010,female,1957.0,mixed,mixed
Katy Perry,E.T.,2010,female,1984.0,upper,uniform
Prince Royce,Corazón Sin Cara,2010,male,1989.0,mixed,mixed
Ellie Goulding,Lights,2010,female,1986.0,mixed,mixed
Robyn,Dancing On My Own,2010,female,1979.0,mixed,mixed
Eminem,No Love,2010,male,1972.0,mixed,mixed
Lupe Fiasco,The Show Goes On,2010,male,1982.0,mixed,mixed
Kid Cudi,Erase Me,2010,male,1984.0,mixed,mixed
Eminem,Cinderella Man,2010,male,1972.0,mixed,mixed
Eminem,Space Bound,2010,male,1972.0,mixed,mixed
Daddy Yankee,La Despedida,2010,male,1977.0,mixed,mixed
Trey Songz,Bottoms Up,2010,male,1984.0,mixed,mixed
Kesha,We R Who We R,2010,female,1987.0,mixed,mixed
Mohombi,Bumpy Ride,2010,male,1986.0,mixed,mixed
Rihanna,California King Bed,2010,female,1988.0,mixed,mixed
Lil Wayne,Right Above It,2010,male,1982.0,mixed,mixed
Justin Bieber,Never Say Never,2010,male,1994.0,mixed,mixed
Nicki Minaj,Moment 4 Life,2010,female,1982.0,mixed,mixed
Mac Miller,Knock Knock,2010,male,1992.0,mixed,mixed
Justin Bieber,Somebody To Love,2010,male,1994.0,mixed,mixed
Aloe Blacc,I Need A Dollar,2010,male,1979.0,mixed,mixed
Rihanna,Love The Way You Lie,2010,female,1988.0,mixed,mixed
Andy Grammer,Keep Your Head Up,2010,male,1983.0,mixed,mixed
Drake,Over,2010,male,1986.0,mixed,mixed
David Guetta,Who's That Chick?,2010,male,1967.0,mixed,mixed
Kylie Minogue,Santa Baby,2010,female,1968.0,mixed,mixed
Ellie Goulding,Your Song,2010,female,1986.0,mixed,mixed
Enrique Iglesias,I Like It,2010,male,1975.0,mixed,mixed
J Boog,Let's Do It Again,2010,male,1983.0,mixed,mixed
Taylor Swift,Mean,2010,female,1989.0,mixed,mixed
Kesha,Your Love Is My Drug,2010,female,1987.0,mixed,mixed
Enrique Iglesias,Tonight,2010,male,1975.0,mixed,mixed
Taylor Swift,Mine,2010,female,1989.0,mixed,mixed
Shakira,Rabiosa,2010,female,1977.0,mixed,mixed
Rick Ross,Aston Martin Music,2010,male,1976.0,mixed,mixed
Juan Gabriel,¿Por Qué Me Haces Llorar?,2010,male,1950.0,mixed,mixed
T.I.,That's All She Wrote,2010,male,1980.0,mixed,mixed
Kanye West,Gorgeous,2010,female,1977.0,mixed,mixed
Kanye West,Dark Fantasy,2010,female,1977.0,mixed,mixed
Mike Posner,Please Don't Go,2010,male,1988.0,mixed,mixed
Billy Ocean,Love Really Hurts Without You,2010,male,1950.0,mixed,mixed
Kesha,Backstabber,2010,female,1987.0,mixed,mixed
Gyptian,Hold You,2010,male,1983.0,mixed,mixed
Skrillex,Scary Monsters and Nice Sprites,2010,male,1988.0,mixed,mixed
Justin Bieber,That Should Be Me,2010,male,1994.0,mixed,mixed
Mac Miller,Nikes on My Feet,2010,male,1992.0,mixed,mixed
Don Omar,Hooka,2010,male,1978.0,mixed,mixed
Drake,Up All Night,2010,male,1986.0,mixed,mixed
Prince Royce,Rechazame,2010,male,1989.0,mixed,mixed
Billy Ocean,Caribbean Queen,2010,male,1950.0,mixed,mixed
B.o.B,Magic,2010,male,1988.0,mixed,mixed
Nelly Furtado,Fotografía,2010,female,1978.0,mixed,mixed
Don Omar,Taboo,2010,male,1978.0,mixed,mixed
Taylor Swift,Better Than Revenge,2010,female,1989.0,mixed,mixed
Kesha,Take It Off,2010,female,1987.0,mixed,mixed
CeeLo Green,Forget You,2010,male,1975.0,mixed,mixed
Marco Antonio Solís,¿A Dónde Vamos A Parar?,2010,male,1959.0,mixed,mixed
Taylor Swift,Sparks Fly,2010,female,1989.0,mixed,mixed
Jeremih,Love Don't Change,2010,male,1987.0,mixed,mixed
Kesha,Cannibal,2010,female,1987.0,mixed,mixed
Shakira,Loca,2010,female,1977.0,mixed,mixed
Blake Shelton,Honey Bee,2010,male,1976.0,mixed,mixed
Ludacris,My Chick Bad,2010,male,1977.0,mixed,mixed
Drake,Find Your Love,2010,male,1986.0,mixed,mixed
Keri Hilson,Pretty Girl Rock,2010,female,1982.0,mixed,mixed
Kesha,Blow,2010,female,1987.0,mixed,mixed
Macklemore,And We Danced,2010,male,1983.0,mixed,mixed
Prince Royce,Stand by Me,2010,male,1989.0,mixed,mixed
Canserbero,Pensando en Ti,2010,male,1988.0,mixed,mixed
Blake Shelton,God Gave Me You,2010,male,1976.0,mixed,mixed
Josh Turner,Why Don't We Just Dance,2010,male,1977.0,mixed,mixed
Willie Colón,Idilio,2010,male,1950.0,mixed,mixed
Taylor Swift,The Story Of Us,2010,female,1989.0,mixed,mixed
Bruno Mars,Liquor Store Blues,2010,male,1985.0,mixed,mixed
Dread Mar I,Arbol Sin Hojas,2010,male,1978.0,mixed,mixed
Shakira,Addicted to You,2010,female,1977.0,mixed,mixed
Tinie Tempah,Pass Out,2010,male,1988.0,mixed,mixed
Eminem,25 To Life,2010,male,1972.0,mixed,mixed
Taylor Swift,Speak Now,2010,female,1989.0,mixed,mixed
Mac Miller,Kool Aid & Frozen Pizza,2010,male,1992.0,mixed,mixed
Taylor Swift,Dear John,2010,female,1989.0,mixed,mixed
Marc Anthony,Y Cómo Es El,2010,male,1968.0,mixed,mixed
Rodney Atkins,Farmer's Daughter,2010,male,1969.0,mixed,mixed
Cosculluela,Prrrum,2010,male,1980.0,mixed,mixed
Agnes Obel,Riverside,2010,female,1980.0,mixed,mixed
Waka Flocka Flame,Hard in Da Paint,2010,male,1986.0,mixed,mixed
Gorilla Zoe,A Moment of Silence,2010,male,1981.0,mixed,mixed
Flux Pavilion,I Can't Stop,2010,male,1989.0,mixed,mixed
Drake,Fancy,2010,male,1986.0,mixed,mixed
B.o.B,"Airplanes, Pt. II",2010,male,1988.0,mixed,mixed
Nicki Minaj,Fly,2010,female,1982.0,mixed,mixed
Nicki Minaj,Did It On’em,2010,female,1982.0,mixed,mixed
Taylor Swift,Last Kiss,2010,female,1989.0,mixed,mixed
Jessie J,Do It Like A Dude,2010,female,1988.0,mixed,mixed
Miley Cyrus,Can't Be Tamed,2010,female,1992.0,mixed,mixed
Jason Aldean,My Kinda Party,2010,male,1977.0,mixed,mixed
Tinie Tempah,Written in the Stars,2010,male,1988.0,mixed,mixed
Chris Tomlin,Our God,2010,male,1972.0,mixed,mixed
Selena,Bidi Bidi Bom Bom,2010,female,1971.0,mixed,mixed
Joan Jett & the Blackhearts,Bad Reputation,2010,female,1958.0,mixed,mixed
Rihanna,Cheers,2010,female,1988.0,mixed,mixed
Kid Cudi,Marijuana,2010,male,1984.0,mixed,mixed
Parov Stelar,Booty Swing,2010,male,1974.0,mixed,mixed
Prince Royce,El Amor Que Perdimos,2010,male,1989.0,mixed,mixed
Benjamin Francis Leftwich,Atlas Hands,2010,male,1989.0,mixed,mixed
Katharine McPhee,Terrified,2010,female,1984.0,mixed,mixed
Rihanna,Skin,2010,female,1988.0,mixed,mixed
Eminem,Cold Wind Blows,2010,male,1972.0,mixed,mixed
Ludacris,How Low,2010,male,1977.0,mixed,mixed
Eminem,Won't Back Down,2010,male,1972.0,mixed,mixed
Justin Bieber,U Smile,2010,male,1994.0,mixed,mixed
Adele,Someone Like You,2011,female,1988.0,mixed,mixed
Adele,Rolling in the Deep,2011,female,1988.0,mixed,mixed
Gotye,Somebody That I Used To Know,2011,male,1980.0,mixed,mixed
David Guetta,Titanium,2011,male,1967.0,mixed,mixed
Christina Perri,A Thousand Years,2011,female,1986.0,mixed,mixed
Lucenzo,Danza Kuduro,2011,male,1983.0,mixed,mixed
Rihanna,We Found Love,2011,female,1988.0,mixed,mixed
Adele,Set Fire to the Rain,2011,female,1988.0,mixed,mixed
Snoop Dogg,"Young, Wild & Free",2011,female,1971.0,mixed,mixed
JAY-Z,Ni**as In Paris,2011,male,1969.0,mixed,mixed
Nicki Minaj,Starships,2011,female,1982.0,mixed,mixed
Michael Bublé,It's Beginning to Look a Lot like Christmas,2011,male,1975.0,mixed,mixed
Ed Sheeran,The A Team,2011,male,1991.0,mixed,mixed
Calvin Harris,Feel So Close,2011,male,1984.0,mixed,mixed
J. Cole,Work Out,2011,male,1985.0,mixed,mixed
Lana Del Rey,Video Games,2011,female,1985.0,mixed,mixed
Flo Rida,Wild Ones,2011,male,1979.0,mixed,mixed
Justin Bieber,Mistletoe,2011,male,1994.0,mixed,mixed
Bruno Mars,It Will Rain,2011,male,1985.0,mixed,mixed
Rihanna,Where Have You Been,2011,female,1988.0,mixed,mixed
Michael Bublé,Holly Jolly Christmas,2011,male,1975.0,mixed,mixed
Kelly Clarkson,Stronger,2011,female,1982.0,mixed,mixed
Beyoncé,Love On Top,2011,female,1981.0,mixed,mixed
Flo Rida,Good Feeling,2011,male,1979.0,mixed,mixed
Drake,Headlines,2011,male,1986.0,mixed,mixed
Drake,Take Care,2011,male,1986.0,mixed,mixed
Lady Gaga,Born This Way,2011,female,1986.0,mixed,mixed
Drake,Marvins Room,2011,male,1986.0,mixed,mixed
The Weeknd,Wicked Games,2011,male,1990.0,mixed,mixed
Beyoncé,Run the World,2011,female,1981.0,mixed,mixed
David Guetta,Where Them Girls At,2011,male,1967.0,mixed,mixed
Ed Sheeran,Lego House,2011,male,1991.0,mixed,mixed
Lykke Li,I Follow Rivers,2011,female,1986.0,mixed,mixed
Jessie J,Price Tag,2011,female,1988.0,mixed,mixed
Ed Sheeran,Give Me Love,2011,male,1991.0,mixed,mixed
Drake,The Motto,2011,male,1986.0,mixed,mixed
David Guetta,Play Hard,2011,male,1967.0,mixed,mixed
Alexandra Stan,Mr. Saxobeat,2011,female,1989.0,mixed,mixed
Frank Ocean,Novacane,2011,male,1987.0,mixed,mixed
Jennifer Lopez,On The Floor,2011,female,1969.0,mixed,mixed
Lil Wayne,Mirror,2011,male,1982.0,mixed,mixed
Lil Wayne,6 Foot 7 Foot,2011,male,1982.0,mixed,mixed
Jessie J,Domino,2011,female,1988.0,mixed,mixed
Lady Gaga,Bloody Mary,2011,female,1986.0,mixed,mixed
Ed Sheeran,Kiss Me,2011,male,1991.0,mixed,mixed
David Guetta,Without You,2011,male,1967.0,mixed,mixed
Luke Bryan,Country Girl,2011,female,1976.0,mixed,mixed
Jennifer Lopez,On The Floor,2011,female,1969.0,mixed,mixed
Eric Church,Springsteen,2011,male,1977.0,mixed,mixed
Ricardo Arjona,Fuiste Tú,2011,male,1964.0,mixed,mixed
The Weeknd,The Morning,2011,male,1990.0,mixed,mixed
Lady Gaga,Judas,2011,female,1986.0,mixed,mixed
Mac Miller,Donald Trump,2011,male,1992.0,mixed,mixed
Childish Gambino,Les,2011,female,1983.0,mixed,mixed
Ben Howard,Only Love,2011,male,1986.0,mixed,mixed
Adele,Turning Tables,2011,female,1988.0,mixed,mixed
Kendrick Lamar,A.D.H.D,2011,male,1987.0,upper,uniform
Beyoncé,Best Thing I Never Had,2011,female,1981.0,mixed,mixed
Childish Gambino,Heartbeat,2011,female,1983.0,mixed,mixed
Childish Gambino,Bonfire,2011,female,1983.0,mixed,mixed
JAY-Z,No Church In The Wild,2011,male,1969.0,mixed,mixed
Avril Lavigne,What the Hell,2011,female,1984.0,mixed,mixed
Taio Cruz,Hangover,2011,male,1980.0,mixed,mixed
Jason Derulo,It Girl,2011,male,1989.0,mixed,mixed
"Tyler, The Creator",She,2011,male,1991.0,mixed,mixed
Tyga,Rack City,2011,female,1989.0,mixed,mixed
Sean Paul,She Doesn't Mind,2011,male,1973.0,mixed,mixed
Drake,Crew Love,2011,male,1986.0,mixed,mixed
Adele,Rumour Has It,2011,female,1988.0,mixed,mixed
David Guetta,She Wolf,2011,male,1967.0,mixed,mixed
Jake Owen,Barefoot Blue Jean Night,2011,male,1981.0,mixed,mixed
The Weeknd,High For This,2011,male,1990.0,mixed,mixed
Michael Bublé,Santa Claus Is Coming to Town,2011,male,1975.0,mixed,mixed
Demi Lovato,Give Your Heart a Break,2011,female,1992.0,mixed,mixed
Hunter Hayes,Wanted,2011,male,1991.0,mixed,mixed
Drake,HYFR,2011,male,1986.0,upper,uniform
Lady Gaga,The Edge Of Glory,2011,female,1986.0,mixed,mixed
Lil Wayne,How To Love,2011,male,1982.0,mixed,mixed
Eric Church,Drink In My Hand,2011,male,1977.0,mixed,mixed
Ben Howard,Old Pine,2011,male,1986.0,mixed,mixed
Rihanna,You Da One,2011,female,1988.0,mixed,mixed
Michel Teló,Ai Se Eu Te Pego,2011,male,1981.0,mixed,mixed
Adele,One And Only,2011,female,1988.0,mixed,mixed
Cher Lloyd,Want U Back,2011,female,1993.0,mixed,mixed
Snoop Dogg,Sweat,2011,female,1971.0,mixed,mixed
David Guetta,Turn Me On,2011,male,1967.0,mixed,mixed
Drake,Make Me Proud,2011,male,1986.0,mixed,mixed
Pablo Alborán,Solamente tú,2011,male,1989.0,mixed,mixed
Ed Sheeran,Drunk,2011,male,1991.0,mixed,mixed
Adele,Don't You Remember,2011,female,1988.0,mixed,mixed
Skrillex,First of the Year,2011,male,1988.0,mixed,mixed
DJ Khaled,I'm On One,2011,male,1975.0,mixed,mixed
The Weeknd,House Of Balloons / Glass Table Girls,2011,male,1990.0,mixed,mixed
Demi Lovato,Skyscraper,2011,female,1992.0,mixed,mixed
Britney Spears,Criminal,2011,female,1981.0,mixed,mixed
Olly Murs,Dance with Me Tonight,2011,male,1984.0,mixed,mixed
Drake,Doing It Wrong,2011,male,1986.0,mixed,mixed
Ed Sheeran,Small Bump,2011,male,1991.0,mixed,mixed
Lil Wayne,She Will,2011,male,1982.0,mixed,mixed
Nicki Minaj,Pound The Alarm,2011,female,1982.0,mixed,mixed
Gavin DeGraw,Not Over You,2011,male,1977.0,mixed,mixed
Michael Bublé,Jingle Bells,2011,male,1975.0,mixed,mixed
Ben Howard,Keep Your Head Up,2011,male,1986.0,mixed,mixed
"Tyler, The Creator",Yonkers,2011,male,1991.0,mixed,mixed
Kelly Rowland,Motivation,2011,female,1981.0,mixed,mixed
JAY-Z,Otis,2011,male,1969.0,mixed,mixed
The Weeknd,What You Need,2011,male,1990.0,mixed,mixed
Yuridia,Ya Te Olvidé,2011,female,1986.0,mixed,mixed
Alex Clare,Too Close,2011,female,1985.0,mixed,mixed
Drake,Shot For Me,2011,male,1986.0,mixed,mixed
Luke Bryan,I Don't Want This Night To End,2011,female,1976.0,mixed,mixed
Wiz Khalifa,No Sleep,2011,male,1987.0,mixed,mixed
Michael Bublé,I'll Be Home for Christmas,2011,male,1975.0,mixed,mixed
Michael Bublé,White Christmas,2011,male,1975.0,mixed,mixed
J Alvarez,"Sexo, Sudor y Calor",2011,male,1983.0,mixed,mixed
Michael Bublé,All I Want for Christmas Is You,2011,male,1975.0,mixed,mixed
Juan Magán,Bailando por Ahi,2011,male,1978.0,mixed,mixed
J. Cole,Can't Get Enough,2011,male,1985.0,mixed,mixed
Beyoncé,Countdown,2011,female,1981.0,mixed,mixed
Sean Paul,Got 2 Luv U,2011,male,1973.0,mixed,mixed
JAY-Z,Gotta Have It,2011,male,1969.0,mixed,mixed
Luke Bryan,Drunk On You,2011,female,1976.0,mixed,mixed
"Tito ""El Bambino""",Siente El Boom,2011,male,1981.0,mixed,mixed
Lucenzo,Baila Morena,2011,male,1983.0,mixed,mixed
Benjamin Francis Leftwich,Shine,2011,male,1989.0,mixed,mixed
Ed Sheeran,"You Need Me, I Don't Need You",2011,male,1991.0,mixed,mixed
Dizzee Rascal,Dance Wiv Me,2011,male,1984.0,mixed,mixed
Miranda Lambert,Mama's Broken Heart,2011,female,1983.0,mixed,mixed
Michael Bublé,Christmas,2011,male,1975.0,mixed,mixed
Dizzee Rascal,Bonkers,2011,male,1984.0,mixed,mixed
Frank Ocean,Swim Good,2011,male,1987.0,mixed,mixed
Hunter Hayes,I Want Crazy,2011,male,1991.0,mixed,mixed
Michael Bublé,Have Yourself a Merry Little Christmas,2011,male,1975.0,mixed,mixed
Jessie J,Who You Are,2011,female,1988.0,mixed,mixed
Britney Spears,Till the World Ends,2011,female,1981.0,mixed,mixed
Drake,Practice,2011,male,1986.0,mixed,mixed
Lady Gaga,Yoü And I,2011,female,1986.0,mixed,mixed
Gusttavo Lima,Balada,2011,male,1989.0,mixed,mixed
Chris Brown,Beautiful People,2011,male,1989.0,mixed,mixed
Rodney Atkins,Take A Back Road,2011,male,1969.0,mixed,mixed
Michael Bublé,Cold December Night,2011,male,1975.0,mixed,mixed
Drake,Cameras / Good Ones Go Interlude,2011,male,1986.0,mixed,mixed
T-Pain,Best Love Song,2011,male,1984.0,mixed,mixed
J. Cole,In The Morning,2011,male,1985.0,mixed,mixed
Britney Spears,I Wanna Go,2011,female,1981.0,mixed,mixed
Wiz Khalifa,Roll Up,2011,male,1987.0,mixed,mixed
Franco De Vita,Te Amo,2011,male,1954.0,mixed,mixed
Benny Benassi,Cinema,2011,male,1967.0,mixed,mixed
Cody Johnson,Diamond In My Pocket,2011,male,1987.0,mixed,mixed
Rihanna,Talk That Talk,2011,female,1988.0,mixed,mixed
Avril Lavigne,Wish You Were Here,2011,female,1984.0,mixed,mixed
Wiz Khalifa,On My Level,2011,male,1987.0,mixed,mixed
Franco De Vita,Tan Sólo Tú,2011,male,1954.0,mixed,mixed
Calvin Harris,Bounce,2011,male,1984.0,mixed,mixed
Río Roma,Me Cambiaste la Vida,2011,male,1981.0,mixed,mixed
Beyoncé,Dance for You,2011,female,1981.0,mixed,mixed
Adele,Lovesong,2011,female,1988.0,mixed,mixed
Beyoncé,End of Time,2011,female,1981.0,mixed,mixed
The Weeknd,The Party & The After Party,2011,male,1990.0,mixed,mixed
J. Cole,Nobody's Perfect,2011,male,1985.0,mixed,mixed
Luke Bryan,Kiss Tomorrow Goodbye,2011,female,1976.0,mixed,mixed
Ben Howard,Promise,2011,male,1986.0,mixed,mixed
Jason Derulo,Don't Wanna Go Home,2011,male,1989.0,mixed,mixed
David Guetta,Little Bad Girl,2011,male,1967.0,mixed,mixed
Michael Bublé,Santa Baby,2011,male,1975.0,mixed,mixed
JAY-Z,Why I Love You,2011,male,1969.0,mixed,mixed
Emma Louise,Jungle,2011,female,1991.0,mixed,mixed
Toby Keith,Red Solo Cup,2011,male,1961.0,mixed,mixed
Colbie Caillat,Brighter Than The Sun,2011,female,1985.0,mixed,mixed
Drake,Over My Dead Body,2011,male,1986.0,mixed,mixed
Kendrick Lamar,HiiiPower,2011,male,1987.0,mixed,mixed
Kendrick Lamar,Rigamortus,2011,male,1987.0,mixed,mixed
Kirko Bangz,Drank in My Cup,2011,male,1989.0,mixed,mixed
Nicki Minaj,Beez In The Trap,2011,female,1982.0,mixed,mixed
Andy Grammer,Fine By Me,2011,male,1983.0,mixed,mixed
Alex Turner,Stuck on the puzzle,2011,male,1986.0,mixed,mixed
Lil Wayne,Blunt Blowin,2011,male,1982.0,mixed,mixed
Justin Bieber,The Christmas Song,2011,male,1994.0,mixed,mixed
Michael Bublé,Silent Night,2011,male,1975.0,mixed,mixed
The Weeknd,Loft Music,2011,male,1990.0,mixed,mixed
Alejandro Sanz,"Te lo agradezco, pero no",2011,male,1968.0,mixed,mixed
B.o.B,Strange Clouds,2011,male,1988.0,mixed,mixed
Lady Gaga,Marry The Night,2011,female,1986.0,mixed,mixed
Pusha T,Trouble on My Mind,2011,male,1977.0,mixed,mixed
Christina Perri,arms,2011,female,1986.0,lower,uniform
T-Pain,Turn All the Lights On,2011,male,1984.0,mixed,mixed
Rihanna,Birthday Cake,2011,female,1988.0,mixed,mixed
Drake,Look What You've Done,2011,male,1986.0,mixed,mixed
Alejandro Sanz,Desde cuando,2011,male,1968.0,mixed,mixed
Ed Sheeran,Wake Me Up,2011,male,1991.0,mixed,mixed
Justin Bieber,All I Want For Christmas Is You  Duet with Mariah Carey,2011,male,1994.0,mixed,mixed
Michael Bublé,Blue Christmas,2011,male,1975.0,mixed,mixed
Veronica Maggio,Jag kommer,2011,female,1981.0,mixed,mixed
J Alvarez,Junto al Amanecer,2011,male,1983.0,mixed,mixed
Adele,He Won't Go,2011,female,1988.0,mixed,mixed
DMX,Ruff Ryders' Anthem,2011,male,1970.0,mixed,mixed
George Strait,Give It Away,2011,male,1952.0,mixed,mixed
Drake,Under Ground Kings,2011,male,1986.0,mixed,mixed
Tom Odell,Another Love,2012,male,1990.0,mixed,mixed
Bruno Mars,When I Was Your Man,2012,male,1985.0,mixed,mixed
Bruno Mars,Locked out of Heaven,2012,male,1985.0,mixed,mixed
Calvin Harris,We Found Love,2012,male,1984.0,mixed,mixed
Kendrick Lamar,Money Trees,2012,male,1987.0,mixed,mixed
Rihanna,Diamonds,2012,female,1988.0,mixed,mixed
Carly Rae Jepsen,Call Me Maybe,2012,female,1985.0,mixed,mixed
Lana Del Rey,Summertime Sadness,2012,female,1985.0,mixed,mixed
Rihanna,Stay,2012,female,1988.0,mixed,mixed
Frank Ocean,Lost,2012,male,1987.0,mixed,mixed
Bruno Mars,Treasure,2012,male,1985.0,mixed,mixed
Frank Ocean,Thinkin Bout You,2012,male,1987.0,mixed,mixed
Jason Mraz,I Won't Give Up,2012,male,1977.0,mixed,mixed
Taylor Swift,I Knew You Were Trouble.,2012,female,1989.0,mixed,mixed
Flo Rida,Whistle,2012,male,1979.0,mixed,mixed
Ellie Goulding,Burn,2012,female,1986.0,mixed,mixed
James Arthur,Impossible,2012,female,1988.0,mixed,mixed
will.i.am,Scream & Shout,2012,male,1975.0,mixed,mixed
Kendrick Lamar,m.A.A.d city,2012,male,1987.0,mixed,mixed
Justin Bieber,Beauty And A Beat,2012,male,1994.0,mixed,mixed
Chief Keef,Love Sosa,2012,male,1995.0,mixed,mixed
Kendrick Lamar,"Bitch, Don’t Kill My Vibe",2012,male,1987.0,mixed,mixed
Kesha,Die Young,2012,female,1987.0,mixed,mixed
Taylor Swift,We Are Never Ever Getting Back Together,2012,female,1989.0,mixed,mixed
Kendrick Lamar,Swimming Pools,2012,male,1987.0,mixed,mixed
Lana Del Rey,Born To Die,2012,female,1985.0,mixed,mixed
Alicia Keys,Girl on Fire,2012,female,1981.0,mixed,mixed
Mac DeMarco,My Kind of Woman,2012,male,1990.0,mixed,mixed
Zedd,Clarity,2012,male,1989.0,mixed,mixed
Adele,Skyfall,2012,female,1988.0,mixed,mixed
Nate Dogg,Regulate,2012,male,1969.0,mixed,mixed
Justin Bieber,Boyfriend,2012,male,1994.0,mixed,mixed
Kendrick Lamar,Poetic Justice,2012,male,1987.0,mixed,mixed
Katy Perry,Part Of Me,2012,female,1984.0,mixed,mixed
Calvin Harris,Sweet Nothing,2012,male,1984.0,mixed,mixed
Calvin Harris,I Need Your Love,2012,male,1984.0,mixed,mixed
Daddy Yankee,Limbo,2012,male,1977.0,mixed,mixed
Lana Del Rey,Radio,2012,female,1985.0,mixed,mixed
PSY,Gangnam Style,2012,male,1977.0,mixed,mixed
Ellie Goulding,How Long Will I Love You,2012,female,1986.0,mixed,mixed
Lana Del Rey,Diet Mountain Dew,2012,female,1985.0,mixed,mixed
Kendrick Lamar,Swimming Pools,2012,male,1987.0,mixed,mixed
Lana Del Rey,Blue Jeans,2012,female,1985.0,mixed,mixed
Olly Murs,Troublemaker,2012,male,1984.0,mixed,mixed
Lana Del Rey,National Anthem,2012,female,1985.0,mixed,mixed
Kendrick Lamar,Backseat Freestyle,2012,male,1987.0,mixed,mixed
Lana Del Rey,Dark Paradise,2012,female,1985.0,mixed,mixed
Kanye West,Mercy,2012,female,1977.0,mixed,mixed
Rihanna,Pour It Up,2012,female,1988.0,mixed,mixed
Mike WiLL Made-It,Pour It Up,2012,female,1989.0,mixed,mixed
Justin Bieber,As Long As You Love Me,2012,male,1994.0,mixed,mixed
Taylor Swift,22,2012,female,1989.0,mixed,mixed
Phillip Phillips,"Gone, Gone, Gone",2012,female,1990.0,mixed,mixed
Guy Sebastian,Battle Scars,2012,female,1981.0,mixed,mixed
Meek Mill,Dreams and Nightmares,2012,male,1987.0,mixed,mixed
Emeli Sandé,"Read All About It, Pt. III",2012,female,1987.0,mixed,mixed
Rihanna,Loveeeeeee Song,2012,female,1988.0,mixed,mixed
Frank Ocean,Super Rich Kids,2012,male,1987.0,mixed,mixed
Lana Del Rey,Ride,2012,female,1985.0,mixed,mixed
Labrinth,Beneath Your Beautiful,2012,male,1989.0,mixed,mixed
