artist,title,year,gender,birth_year,casing,is_uniform
Yandel,Encantadora,2015,male,1978.0,mixed,mixed
Cosculluela,Te Busco,2015,male,1980.0,mixed,mixed
Ne-Yo,She Knows,2015,male,1979.0,mixed,mixed
Tori Kelly,I Was Made For Loving You,2015,female,1992.0,mixed,mixed
Chris Stapleton,Parachute,2015,male,1978.0,mixed,mixed
Sebastian Yatra,Como Mirarte,2015,male,1994.0,mixed,mixed
Sigala,Sweet Lovin',2015,male,1992.0,mixed,mixed
Martin Garrix,Don't Look Down,2015,male,1996.0,mixed,mixed
Drake,10 Bands,2015,male,1986.0,mixed,mixed
Jess Glynne,Don't Be so Hard on Yourself,2015,female,1989.0,mixed,mixed
Leslie Odom Jr.,Alexander Hamilton,2015,male,1981.0,mixed,mixed
Naughty Boy,Runnin',2015,male,1981.0,mixed,mixed
Lil Dicky,$ave Dat Money,2015,male,1988.0,mixed,mixed
Kat Dahlia,I Think I'm In Love,2015,female,1990.0,mixed,mixed
The Weeknd,Dark Times,2015,male,1990.0,mixed,mixed
Sam Smith,Writing's On The Wall,2015,female,1992.0,mixed,mixed
Lana Del Rey,High By The Beach,2015,female,1985.0,mixed,mixed
The Weeknd,Tell Your Friends,2015,male,1990.0,mixed,mixed
Kelly Clarkson,Heartbeat Song,2015,female,1982.0,mixed,mixed
Big Sean,Blessings,2015,male,1988.0,mixed,mixed
Lin-Manuel Miranda,My Shot,2015,female,1980.0,mixed,mixed
Sia,Bird Set Free,2015,female,1975.0,mixed,mixed
Justin Bieber,The Feeling,2015,male,1994.0,mixed,mixed
Sam Feldt,Show Me Love,2015,male,1993.0,mixed,mixed
Melanie Martinez,"Tag, You're It",2015,female,1995.0,mixed,mixed
Adele,Remedy,2015,female,1988.0,mixed,mixed
Melanie Martinez,Mrs. Potato Head,2015,female,1995.0,mixed,mixed
Renée Elise Goldsberry,Satisfied,2015,female,1971.0,mixed,mixed
Billy Currington,Do I Make You Wanna,2015,male,1973.0,mixed,mixed
GIMS,Est-ce que tu m'aimes ?,2015,male,1986.0,mixed,mixed
T-Wayne,Nasty Freestyle,2015,male,1990.0,mixed,mixed
Morgan Wallen,Spin You Around,2015,male,1993.0,mixed,mixed
Tim McGraw,Humble And Kind,2015,male,1967.0,mixed,mixed
The Weeknd,Often,2015,male,1990.0,mixed,mixed
Kygo,Here for You,2015,male,1991.0,mixed,mixed
Lil Uzi Vert,7AM,2015,female,1995.0,upper,uniform
Meghan Trainor,I'll Be Home,2015,female,1993.0,mixed,mixed
Bryson Tiller,Sorry Not Sorry,2015,male,1993.0,mixed,mixed
Melanie Martinez,Cry Baby,2015,female,1995.0,mixed,mixed
Kid Ink,Promise,2015,male,1986.0,mixed,mixed
Nelly,The Fix,2015,male,1974.0,mixed,mixed
Natalia Lafourcade,Nunca Es Suficiente,2015,female,1984.0,mixed,mixed
Jason Derulo,Get Ugly,2015,male,1989.0,mixed,mixed
Renée Elise Goldsberry,The Schuyler Sisters,2015,female,1971.0,mixed,mixed
Daddy Yankee,Sígueme Y Te Sigo,2015,male,1977.0,mixed,mixed
Lil Dicky,Molly,2015,male,1988.0,mixed,mixed
Ruth B.,Superficial Love,2015,female,1995.0,mixed,mixed
Wisin,Nota de Amor,2015,male,1979.0,mixed,mixed
Denzel Curry,Ultimate,2015,male,1995.0,mixed,mixed
Leon Bridges,Coming Home,2015,male,1989.0,mixed,mixed
Eric Church,Record Year,2015,male,1977.0,mixed,mixed
Shawn Mendes,A Little Too Much,2015,male,1998.0,mixed,mixed
G-Eazy,Calm Down,2015,male,1989.0,mixed,mixed
Thomas Rhett,T-Shirt,2015,female,1990.0,mixed,mixed
Dawin,Dessert,2015,male,1990.0,mixed,mixed
Manuel Medrano,Una y Otra Vez,2015,male,1987.0,mixed,mixed
Kid Ink,Be Real,2015,male,1986.0,mixed,mixed
Lin-Manuel Miranda,"Aaron Burr, Sir",2015,female,1980.0,mixed,mixed
Lana Del Rey,Art Deco,2015,female,1985.0,mixed,mixed
Natalia Jiménez,Creo en Mi,2015,female,1981.0,mixed,mixed
Chris Janson,Buy Me a Boat,2015,female,1986.0,mixed,mixed
Melanie Martinez,Sippy Cup,2015,female,1995.0,mixed,mixed
O.T. Genasis,Cut It,2015,male,1987.0,mixed,mixed
The Weeknd,Shameless,2015,male,1990.0,mixed,mixed
Troye Sivan,WILD,2015,male,1995.0,upper,uniform
Travis Scott,3500,2015,male,1991.0,mixed,mixed
Luke Bryan,"Huntin', Fishin' And Lovin' Every Day",2015,female,1976.0,mixed,mixed
Tyga,Ice Cream Man,2015,female,1989.0,mixed,mixed
Alfredo Olivas,El Malo De Culiacán,2015,female,1994.0,mixed,mixed
Leslie Odom Jr.,Wait for It,2015,male,1981.0,mixed,mixed
Phillipa Soo,Helpless,2015,female,1990.0,mixed,mixed
Vince Staples,Norf Norf,2015,male,1993.0,mixed,mixed
Meghan Trainor,Title,2015,female,1993.0,mixed,mixed
Beyoncé,Crazy In Love,2015,female,1981.0,mixed,mixed
Tiësto,Secrets,2015,male,1969.0,mixed,mixed
Justin Bieber,No Pressure,2015,male,1994.0,mixed,mixed
Shawn Mendes,Something Big,2015,male,1998.0,mixed,mixed
Natalia Lafourcade,Lo Que Construimos,2015,female,1984.0,mixed,mixed
"Tito ""El Bambino""",Mi Cama Huele a Ti,2015,male,1981.0,mixed,mixed
Thomas Rhett,Crash and Burn,2015,female,1990.0,mixed,mixed
Daniel Caesar,Streetcar,2015,male,1995.0,mixed,mixed
Adele,Million Years Ago,2015,female,1988.0,mixed,mixed
LunchMoney Lewis,Bills,2015,male,1988.0,mixed,mixed
Drake,Right Hand,2015,male,1986.0,mixed,mixed
Jidenna,Classic Man,2015,male,1985.0,mixed,mixed
Stormzy,Shut Up,2015,male,1993.0,mixed,mixed
Justin Bieber,Sorry,2015,male,1994.0,mixed,mixed
Chris Stapleton,Fire Away,2015,male,1978.0,mixed,mixed
Jason Derulo,Try Me,2015,male,1989.0,mixed,mixed
The Weeknd,Prisoner,2015,male,1990.0,mixed,mixed
Wes Walker,Jordan Belfort,2015,male,1955.0,mixed,mixed
Rodrigo Amarante,Tuyo,2015,male,1976.0,mixed,mixed
Bryson Tiller,Let Em' Know,2015,male,1993.0,mixed,mixed
Maluma,Sin Contrato,2015,male,1994.0,mixed,mixed
Chris Tomlin,Good Good Father,2015,male,1972.0,mixed,mixed
Lil Uzi Vert,Top,2015,female,1995.0,mixed,mixed
Drake,6 God,2015,male,1986.0,mixed,mixed
Chief Keef,Faneto,2015,male,1995.0,mixed,mixed
Billy Currington,It Don't Hurt Like It Used To,2015,male,1973.0,mixed,mixed
Jasmine Thompson,Like I'm Gonna Lose You,2015,female,2000.0,mixed,mixed
Justin Bieber,What Do You Mean?,2015,male,1994.0,mixed,mixed
Luke Bryan,Kick The Dust Up,2015,female,1976.0,mixed,mixed
Chance the Rapper,Angels,2015,male,1993.0,mixed,mixed
Troye Sivan,FOOLS,2015,male,1995.0,upper,uniform
Chris Brown,Back To Sleep,2015,male,1989.0,mixed,mixed
Matoma,Running Out,2015,male,1991.0,mixed,mixed
Hailee Steinfeld,You're Such A,2015,female,1996.0,mixed,mixed
Taylor Swift,Bad Blood,2015,female,1989.0,mixed,mixed
Wiz Khalifa,Go Hard or Go Home,2015,male,1987.0,mixed,mixed
Leslie Odom Jr.,Guns and Ships,2015,male,1981.0,mixed,mixed
Redfoo,New Thang,2015,male,1975.0,mixed,mixed
Nathaniel Rateliff & The Night Sweats,S.O.B.,2015,male,1978.0,upper,uniform
Justin Bieber,Mark My Words,2015,male,1994.0,mixed,mixed
Yelawolf,Till It's Gone,2015,male,1979.0,mixed,mixed
Mon Laferte,Amor Completo,2015,female,1983.0,mixed,mixed
Pharrell Williams,Freedom,2015,male,1973.0,mixed,mixed
Coleman Hell,2 Heads,2015,male,1989.0,mixed,mixed
Leslie Odom Jr.,Non-Stop,2015,male,1981.0,mixed,mixed
Justin Bieber,No Sense,2015,male,1994.0,mixed,mixed
Travis Scott,Nightcrawler,2015,male,1991.0,mixed,mixed
Annie Lennox,I Put A Spell On You,2015,female,1954.0,mixed,mixed
Justin Bieber,Life Is Worth Living,2015,male,1994.0,mixed,mixed
Carly Rae Jepsen,Run Away With Me,2015,female,1985.0,mixed,mixed
Fleur East,Sax,2015,female,1987.0,mixed,mixed
Kanye West,All Day,2015,female,1977.0,mixed,mixed
Young Thug,Best Friend,2015,male,1991.0,mixed,mixed
Lin-Manuel Miranda,Right Hand Man,2015,female,1980.0,mixed,mixed
Lin-Manuel Miranda,The Story of Tonight,2015,female,1980.0,mixed,mixed
Alina Baraz,Fantasy,2015,female,1993.0,mixed,mixed
Canaan Smith,Love You Like That,2015,female,1982.0,mixed,mixed
DeJ Loaf,Back Up,2015,female,1991.0,mixed,mixed
Chris Stapleton,Traveller,2015,male,1978.0,mixed,mixed
Fetty Wap,679,2015,male,1991.0,mixed,mixed
Måns Zelmerlöw,Heroes,2015,male,1986.0,mixed,mixed
Carrie Underwood,Church Bells,2015,female,1983.0,mixed,mixed
Farruko,Obsesionado,2015,male,1991.0,mixed,mixed
Drake,Preach,2015,male,1986.0,mixed,mixed
Ryn Weaver,Pierre,2015,female,1992.0,mixed,mixed
Fetty Wap,RGF Island,2015,male,1991.0,mixed,mixed
Sam Smith,How Will I Know,2015,female,1992.0,mixed,mixed
BØRNS,American Money,2015,male,1992.0,mixed,mixed
Kelsea Ballerini,Peter Pan,2015,female,1993.0,mixed,mixed
Kid Ink,Body Language,2015,male,1986.0,mixed,mixed
Armin van Buuren,Another You,2015,male,1976.0,mixed,mixed
Action Bronson,Baby Blue,2015,male,1983.0,mixed,mixed
Chris Brown,Bitches N Marijuana,2015,male,1989.0,mixed,mixed
Lil Dicky,Professional Rapper,2015,male,1988.0,mixed,mixed
Drake,No Tellin',2015,male,1986.0,mixed,mixed
Travis Scott,Maria I'm Drunk,2015,male,1991.0,mixed,mixed
Sara Bareilles,She Used To Be Mine,2015,female,1979.0,mixed,mixed
Martin Garrix,Forbidden Voices,2015,male,1996.0,mixed,mixed
Kendrick Lamar,Wesley's Theory,2015,male,1987.0,mixed,mixed
Lana Del Rey,Salvatore,2015,female,1985.0,mixed,mixed
Phillipa Soo,Burn,2015,female,1990.0,mixed,mixed
Big Sean,One Man Can Change The World,2015,male,1988.0,mixed,mixed
Rita Ora,Poison,2015,female,1990.0,mixed,mixed
BØRNS,Past Lives,2015,male,1992.0,mixed,mixed
Billy Currington,Don't It,2015,male,1973.0,mixed,mixed
BØRNS,"10,000 Emerald Pools",2015,male,1992.0,mixed,mixed
2 Chainz,Watch Out,2015,male,1977.0,mixed,mixed
Robin Schulz,Heatwave,2015,male,1987.0,mixed,mixed
Eva Simons,Policeman,2015,female,1984.0,mixed,mixed
Kehlani,The Way,2015,female,1995.0,mixed,mixed
Young Thug,Check,2015,male,1991.0,mixed,mixed
Rihanna,American Oxygen,2015,female,1988.0,mixed,mixed
"Tyler, The Creator",FUCKING YOUNG / PERFECT,2015,male,1991.0,upper,uniform
Leslie Odom Jr.,Dear Theodosia,2015,male,1981.0,mixed,mixed
Mac DeMarco,No Other Heart,2015,male,1990.0,mixed,mixed
Adele,I Miss You,2015,female,1988.0,mixed,mixed
Ellie Goulding,Something In The Way You Move,2015,female,1986.0,mixed,mixed
Luke Bryan,Strip It Down,2015,female,1976.0,mixed,mixed
Leslie Odom Jr.,The Room Where It Happens,2015,male,1981.0,mixed,mixed
TIAGO IORC,Coisa Linda,2015,male,1985.0,mixed,mixed
Melanie Martinez,Alphabet Boy,2015,female,1995.0,mixed,mixed
Manuel Medrano,Si Pudiera,2015,male,1987.0,mixed,mixed
Sam Feldt,Show Me Love,2015,male,1993.0,mixed,mixed
Hayley Kiyoko,Girls Like Girls,2015,female,1991.0,mixed,mixed
Lauren Daigle,Trust in You,2015,female,1991.0,mixed,mixed
Kendrick Lamar,These Walls,2015,male,1987.0,mixed,mixed
Bryson Tiller,Been That Way,2015,male,1993.0,mixed,mixed
The Weeknd,As You Are,2015,male,1990.0,mixed,mixed
Brett Eldredge,Drunk on Your Love,2015,male,1986.0,mixed,mixed
Manuel Medrano,Afuera Del Planeta,2015,male,1987.0,mixed,mixed
Mura Masa,Firefly,2015,male,1996.0,mixed,mixed
Ben Rector,Brand New,2015,female,1986.0,mixed,mixed
Leslie Odom Jr.,A Winter's Ball,2015,male,1981.0,mixed,mixed
The Weeknd,Real Life,2015,male,1990.0,mixed,mixed
The Weeknd,Angel,2015,male,1990.0,mixed,mixed
Eric Bellinger,Valet,2015,male,1984.0,mixed,mixed
Rita Ora,Body On Me ft. Chris Brown,2015,female,1990.0,mixed,mixed
Mon Laferte,Si Tú Me Quisieras,2015,female,1983.0,mixed,mixed
Jai Wolf,Indian Summer,2015,male,1991.0,mixed,mixed
Fiersa Besari,Garis Terdepan,2015,male,1984.0,mixed,mixed
Lana Del Rey,Freak,2015,female,1985.0,mixed,mixed
Anna Naklab,Supergirl,2015,female,1993.0,mixed,mixed
Travis Scott,Oh My Dis Side,2015,male,1991.0,mixed,mixed
The Weeknd,Losers,2015,male,1990.0,mixed,mixed
"Tyler, The Creator",SMUCKERS,2015,male,1991.0,upper,uniform
Justin Bieber,Children,2015,male,1994.0,mixed,mixed
G-Eazy,Drifting,2015,male,1989.0,mixed,mixed
Manuel Medrano,Quédate,2015,male,1987.0,mixed,mixed
Joey Bada$$,Paper Trail$,2015,male,1995.0,mixed,mixed
Joe Arroyo,En Barranquilla Me Quedo,2015,male,1955.0,mixed,mixed
G-Eazy,Random,2015,male,1989.0,mixed,mixed
Lana Del Rey,Music To Watch Boys To,2015,female,1985.0,mixed,mixed
Lin-Manuel Miranda,Ten Duel Commandments,2015,female,1980.0,mixed,mixed
Skepta,Shutdown,2015,male,1982.0,mixed,mixed
Alejandro Sanz,A Que No Me Dejas,2015,male,1968.0,mixed,mixed
Drake,6 Man,2015,male,1986.0,mixed,mixed
Ozuna,Si Te Dejas Llevar,2015,male,1992.0,mixed,mixed
Kendrick Lamar,The Blacker The Berry,2015,male,1987.0,mixed,mixed
Alesso,Cool,2015,male,1991.0,mixed,mixed
MØ,Kamikaze,2015,female,1988.0,mixed,mixed
Jay Park,MOMMAE,2015,female,1987.0,upper,uniform
Adele,River Lea,2015,female,1988.0,mixed,mixed
Tiësto,Split,2015,male,1969.0,mixed,mixed
Wafia,Heartburn,2015,female,1993.0,mixed,mixed
Brandon Beal,Twerk It Like Miley,2015,male,1983.0,mixed,mixed
Nekfeu,On verra,2015,male,1990.0,mixed,mixed
Sia,Elastic Heart,2015,female,1975.0,mixed,mixed
Selena Gomez,Me & The Rhythm,2015,female,1992.0,mixed,mixed
Otto Knows,Next to Me,2015,male,1989.0,mixed,mixed
Drake,Star67,2015,male,1986.0,mixed,mixed
Tiësto,Secrets,2015,male,1969.0,mixed,mixed
Justin Bieber,Been You,2015,male,1994.0,mixed,mixed
Mac Miller,100 Grandkids,2015,male,1992.0,mixed,mixed
Drake,Company,2015,male,1986.0,mixed,mixed
Daveed Diggs,What'd I Miss,2015,male,1982.0,mixed,mixed
Alvaro Soler,El Mismo Sol,2015,male,1991.0,mixed,mixed
Daddy Yankee,Vaivén,2015,male,1977.0,mixed,mixed
Paulina Rubio,Mi Nuevo Vicio,2015,female,1971.0,mixed,mixed
Izzy Bizu,White Tiger,2015,female,1994.0,mixed,mixed
Yandel,Nunca Me Olvides,2015,male,1978.0,mixed,mixed
Tori Kelly,Hollow,2015,female,1992.0,mixed,mixed
Rihanna,Dancing In The Dark,2015,female,1988.0,mixed,mixed
Troye Sivan,TALK ME DOWN,2015,male,1995.0,upper,uniform
Katie Melua,Wonderful Life,2015,female,1984.0,mixed,mixed
Robin Schulz,Show Me Love,2015,male,1987.0,mixed,mixed
Farruko,Sunset,2015,male,1991.0,mixed,mixed
Zella Day,Hypnotic,2015,female,1995.0,mixed,mixed
Meek Mill,Lord Knows,2015,male,1987.0,mixed,mixed
Phillipa Soo,That Would Be Enough,2015,female,1990.0,mixed,mixed
Alexio,Tumba la Casa,2015,male,1959.0,mixed,mixed
Jon Bellion,Woke The F*ck Up,2015,male,1990.0,mixed,mixed
Juan Magán,He Llorado,2015,male,1978.0,mixed,mixed
Roy Woods,Get You Good,2015,male,1996.0,mixed,mixed
Kurt Vile,Pretty Pimpin,2015,male,1980.0,mixed,mixed
Daniela Andrade,La Vie En Rose,2015,female,1992.0,mixed,mixed
"Tito ""El Bambino""",El Amor,2015,male,1981.0,mixed,mixed
Troy Ave,She Belongs to the Game,2015,male,1985.0,mixed,mixed
Maluma,Sin Contrato,2015,male,1994.0,mixed,mixed
Andreas Gabalier,Hulapalu,2015,male,1984.0,mixed,mixed
Melanie Martinez,Milk and Cookies,2015,female,1995.0,mixed,mixed
Kygo,ID,2015,male,1991.0,upper,uniform
Drake,Used To,2015,male,1986.0,mixed,mixed
Chris Stapleton,Nobody To Blame,2015,male,1978.0,mixed,mixed
Kid Ink,Hotel,2015,male,1986.0,mixed,mixed
Chris Stapleton,Whiskey And You,2015,male,1978.0,mixed,mixed
Yelawolf,Best Friend,2015,male,1979.0,mixed,mixed
Alfredo Olivas,Tus Lágrimas,2015,female,1994.0,mixed,mixed
Christine and the Queens,Tilted,2015,male,1988.0,mixed,mixed
Kanye West,Only One,2015,female,1977.0,mixed,mixed
G-Eazy,Order More,2015,male,1989.0,mixed,mixed
Jon Bellion,All Time Low,2015,male,1990.0,mixed,mixed
Mac Miller,ROS,2015,male,1992.0,upper,uniform
Phillipa Soo,Take a Break,2015,female,1990.0,mixed,mixed
Lil Dicky,Lemme Freak,2015,male,1988.0,mixed,mixed
Lin-Manuel Miranda,Meet Me Inside,2015,female,1980.0,mixed,mixed
Klingande,RIVA,2015,male,1990.0,upper,uniform
Kelsea Ballerini,Yeah Boy,2015,female,1993.0,mixed,mixed
Travis Scott,Pray 4 Love,2015,male,1991.0,mixed,mixed
Krept & Konan,Freak Of The Week,2015,female,1990.0,mixed,mixed
filous,How Hard I Try,2015,male,1997.0,mixed,mixed
Bryson Tiller,Overtime,2015,male,1993.0,mixed,mixed
Kygo,Firestone,2015,male,1991.0,mixed,mixed
Juan Gabriel,Ya No Vivo Por Vivir,2015,male,1950.0,mixed,mixed
Drake,Now & Forever,2015,male,1986.0,mixed,mixed
Brett Eldredge,Wanna Be That Song,2015,male,1986.0,mixed,mixed
Mac DeMarco,Another One,2015,male,1990.0,mixed,mixed
The Weeknd,Starboy,2016,male,1990.0,mixed,mixed
Drake,One Dance,2016,male,1986.0,mixed,mixed
James Arthur,Say You Won't Let Go,2016,female,1988.0,mixed,mixed
Travis Scott,goosebumps,2016,male,1991.0,lower,uniform
The Weeknd,Die For You,2016,male,1990.0,mixed,mixed
Post Malone,Congratulations,2016,male,1995.0,mixed,mixed
Bruno Mars,That's What I Like,2016,male,1985.0,mixed,mixed
Mike Posner,I Took A Pill In Ibiza,2016,male,1988.0,mixed,mixed
Justin Timberlake,CAN'T STOP THE FEELING!,2016,male,1981.0,upper,uniform
The Weeknd,I Feel It Coming,2016,male,1990.0,mixed,mixed
Calvin Harris,This Is What You Came For,2016,male,1984.0,mixed,mixed
Post Malone,I Fall Apart,2016,male,1995.0,mixed,mixed
Childish Gambino,Redbone,2016,female,1983.0,mixed,mixed
Martin Garrix,In the Name of Love,2016,male,1996.0,mixed,mixed
Rihanna,Needed Me,2016,female,1988.0,mixed,mixed
Ariana Grande,Side To Side,2016,female,1993.0,mixed,mixed
Bruno Mars,24K Magic,2016,male,1985.0,mixed,mixed
Rihanna,Love On The Brain,2016,female,1988.0,mixed,mixed
Rihanna,Work,2016,female,1988.0,mixed,mixed
Drake,Hotline Bling,2016,male,1986.0,mixed,mixed
Ariana Grande,Into You,2016,female,1993.0,mixed,mixed
Billie Eilish,ocean eyes,2016,female,2001.0,lower,uniform
Hailee Steinfeld,Starving,2016,female,1996.0,mixed,mixed
Desiigner,Panda,2016,male,1997.0,mixed,mixed
Sia,Unstoppable,2016,female,1975.0,mixed,mixed
Lil Wayne,Sucker for Pain,2016,male,1982.0,mixed,mixed
Post Malone,White Iverson,2016,male,1995.0,mixed,mixed
Sean Paul,No Lie,2016,male,1973.0,mixed,mixed
Kungs,This Girl,2016,male,1996.0,mixed,mixed
Frank Ocean,Pink + White,2016,male,1987.0,mixed,mixed
Drake,Too Good,2016,male,1986.0,mixed,mixed
Jonas Blue,Perfect Strangers,2016,male,1989.0,mixed,mixed
Ariana Grande,Dangerous Woman,2016,female,1993.0,mixed,mixed
Post Malone,Go Flex,2016,male,1995.0,mixed,mixed
Lizzo,Truth Hurts,2016,female,1988.0,mixed,mixed
Calvin Harris,My Way,2016,male,1984.0,mixed,mixed
Kygo,Stole the Show,2016,male,1991.0,mixed,mixed
Daniel Caesar,Get You,2016,male,1995.0,mixed,mixed
Kanye West,Father Stretch My Hands Pt. 1,2016,female,1977.0,mixed,mixed
The Weeknd,Reminder,2016,male,1990.0,mixed,mixed
Rachel Platten,Fight Song,2016,female,1981.0,mixed,mixed
The Weeknd,Stargirl Interlude,2016,male,1990.0,mixed,mixed
Drake,Controlla,2016,male,1986.0,mixed,mixed
Bad Bunny,Diles,2016,male,1994.0,mixed,mixed
Lady Gaga,Million Reasons,2016,female,1986.0,mixed,mixed
James Arthur,Train Wreck,2016,female,1988.0,mixed,mixed
The Weeknd,Party Monster,2016,male,1990.0,mixed,mixed
Bruno Mars,Versace on the Floor,2016,male,1985.0,mixed,mixed
Alessia Cara,How Far I'll Go,2016,female,1996.0,mixed,mixed
Jon Bellion,All Time Low,2016,male,1990.0,mixed,mixed
Alan Walker,Alone,2016,male,1997.0,mixed,mixed
Young Thug,Pick Up The Phone,2016,male,1991.0,mixed,mixed
Frank Ocean,Ivy,2016,male,1987.0,mixed,mixed
James Arthur,Can I Be Him,2016,female,1988.0,mixed,mixed
Sia,The Greatest,2016,female,1975.0,mixed,mixed
Frank Ocean,Nights,2016,male,1987.0,mixed,mixed
Lil Uzi Vert,Money Longer,2016,female,1995.0,mixed,mixed
Enrique Iglesias,DUELE EL CORAZON,2016,male,1975.0,upper,uniform
Sebastian Yatra,Traicionera,2016,male,1994.0,mixed,mixed
Sia,Cheap Thrills,2016,female,1975.0,mixed,mixed
Two Feet,Go Fuck Yourself,2016,male,1993.0,mixed,mixed
Jax Jones,You Don't Know Me,2016,male,1987.0,mixed,mixed
Lizzo,Good as Hell,2016,female,1988.0,mixed,mixed
Kygo,Stay,2016,male,1991.0,mixed,mixed
Ricky Martin,Vente Pa' Ca,2016,male,1971.0,mixed,mixed
PARTYNEXTDOOR,Come and See Me,2016,male,1993.0,mixed,mixed
Kanye West,Famous,2016,female,1977.0,mixed,mixed
Burak Yeter,Tuesday,2016,male,1982.0,mixed,mixed
Meghan Trainor,NO,2016,female,1993.0,upper,uniform
21 Savage,X,2016,male,1992.0,upper,uniform
Dean Lewis,Waves,2016,male,1987.0,mixed,mixed
Marshmello,Alone,2016,female,1992.0,mixed,mixed
MØ,Final Song,2016,female,1988.0,mixed,mixed
J Balvin,Safari,2016,male,1985.0,mixed,mixed
Dua Lipa,Blow Your Mind,2016,female,1995.0,mixed,mixed
Childish Gambino,Me and Your Mama,2016,female,1983.0,mixed,mixed
Astrid S,Hurts So Good,2016,female,1996.0,mixed,mixed
Ricky Montgomery,Line Without a Hook,2016,male,1993.0,mixed,mixed
Louis Tomlinson,Just Hold On,2016,male,1991.0,mixed,mixed
GoldLink,Crew,2016,male,1993.0,mixed,mixed
Post Malone,Feeling Whitney,2016,male,1995.0,mixed,mixed
A Boogie Wit da Hoodie,My Shit,2016,male,1995.0,mixed,mixed
Chance the Rapper,No Problem,2016,male,1993.0,mixed,mixed
Daniel Caesar,Japanese Denim,2016,male,1995.0,mixed,mixed
David Guetta,This One's for You,2016,male,1967.0,mixed,mixed
Kane Brown,What Ifs,2016,male,1993.0,mixed,mixed
J Balvin,Ginza,2016,male,1985.0,mixed,mixed
Bad Bunny,Soy Peor,2016,male,1994.0,mixed,mixed
Mura Masa,Love$ick,2016,male,1996.0,mixed,mixed
Andy Grammer,Fresh Eyes,2016,male,1983.0,mixed,mixed
J. Cole,Neighbors,2016,male,1985.0,mixed,mixed
Tory Lanez,Say It,2016,female,1992.0,mixed,mixed
Jennifer Lopez,Ain't Your Mama,2016,female,1969.0,mixed,mixed
21 Savage,No Heart,2016,male,1992.0,mixed,mixed
Billie Eilish,Six Feet Under,2016,female,2001.0,mixed,mixed
Meghan Trainor,Me Too,2016,female,1993.0,mixed,mixed
Khalid,Coaster,2016,male,1998.0,mixed,mixed
Ariana Grande,Everyday,2016,female,1993.0,mixed,mixed
6LACK,PRBLMS,2016,male,1992.0,upper,uniform
Ricky Montgomery,Mr. Loverman,2016,male,1993.0,mixed,mixed
Olivia O'Brien,hate u love u,2016,female,1999.0,lower,uniform
Lil Uzi Vert,Erase Your Social,2016,female,1995.0,mixed,mixed
Rihanna,Kiss It Better,2016,female,1988.0,mixed,mixed
Kanye West,Waves,2016,female,1977.0,mixed,mixed
Lizzo,Good as Hell,2016,female,1988.0,mixed,mixed
Frank Ocean,White Ferrari,2016,male,1987.0,mixed,mixed
Robin Schulz,Shed a Light,2016,male,1987.0,mixed,mixed
Lil Uzi Vert,You Was Right,2016,female,1995.0,mixed,mixed
J Balvin,Sigo Extrañándote,2016,male,1985.0,mixed,mixed
Arcángel,Tu No Vive Asi,2016,male,1985.0,mixed,mixed
Travis Scott,beibs in the trap,2016,male,1991.0,lower,uniform
Skrillex,Purple Lamborghini,2016,male,1988.0,mixed,mixed
PnB Rock,Selfish,2016,male,1991.0,mixed,mixed
Phil Collins,Against All Odds,2016,male,1951.0,mixed,mixed
Frank Ocean,Self Control,2016,male,1987.0,mixed,mixed
Post Malone,Deja Vu,2016,male,1995.0,mixed,mixed
J. Cole,Deja Vu,2016,male,1985.0,mixed,mixed
Kehlani,Gangsta,2016,female,1995.0,mixed,mixed
John Legend,Love Me Now,2016,male,1978.0,mixed,mixed
Desiigner,Tiimmy Turner,2016,male,1997.0,mixed,mixed
Tove Lo,Cool Girl,2016,female,1987.0,mixed,mixed
Jósean Log,Chachachá,2016,male,1988.0,mixed,mixed
Jon Pardi,Head Over Boots,2016,male,1985.0,mixed,mixed
Jonas Blue,By Your Side,2016,male,1989.0,mixed,mixed
Drake,Feel No Ways,2016,male,1986.0,mixed,mixed
Mac Miller,Dang!,2016,male,1992.0,mixed,mixed
Rihanna,Desperado,2016,female,1988.0,mixed,mixed
Alan Walker,Sing Me to Sleep,2016,male,1997.0,mixed,mixed
Phil Collins,You'll Be in My Heart,2016,male,1951.0,mixed,mixed
Post Malone,No Option,2016,male,1995.0,mixed,mixed
A Boogie Wit da Hoodie,Still Think About You,2016,male,1995.0,mixed,mixed
Drake,Pop Style,2016,male,1986.0,mixed,mixed
Bebe Rexha,I Got You,2016,female,1989.0,mixed,mixed
Anne-Marie,Alarm,2016,female,1991.0,mixed,mixed
The Weeknd,Sidewalks,2016,male,1990.0,mixed,mixed
A Boogie Wit da Hoodie,Jungle,2016,male,1995.0,mixed,mixed
Jon Pardi,Heartache On The Dance Floor,2016,male,1985.0,mixed,mixed
Nebu Kiniza,Gassed Up,2016,male,1994.0,mixed,mixed
Imany,Don't Be so Shy,2016,female,1979.0,mixed,mixed
Daddy Yankee,Shaky Shaky,2016,male,1977.0,mixed,mixed
Fat Joe,All The Way Up,2016,male,1970.0,mixed,mixed
Shakira,Try Everything,2016,female,1977.0,mixed,mixed
Tory Lanez,LUV,2016,female,1992.0,upper,uniform
Ellie Goulding,Still Falling For You,2016,female,1986.0,mixed,mixed
Gucci Mane,Both,2016,male,1980.0,mixed,mixed
Jon Pardi,Dirt On My Boots,2016,male,1985.0,mixed,mixed
